Date,Open,High,Low,Close,Volume,Adjclose
2020-01-28,2181,2249,2181,2249,254800781,2248.5502
2020-02-01,2355,2355,2300,2355,642930025,2354.529
2020-02-02,2388,2466,2232,2466,452591492,2465.5068
2020-02-03,2551,2551,2499,2551,164077118,2550.4898
2020-02-04,2677,2677,2551,2677,736474711,2676.4646
2020-02-05,2730,2796,2690,2796,218669647,2795.4408
2020-02-08,2914,2914,2800,2900,860689697,2899.42
2020-02-09,2879,2965,2759,2800,684969874,2799.44
2020-02-10,2849,2850,2707,2707,455104453,2706.4586
2020-02-12,2751,2861,2710,2861,426170755,2860.4278
2020-02-15,2940,2959,2725,2790,295973880,2789.442
2020-02-16,2811,2969,2748,2969,527283188,2968.4062
2020-02-17,3000,3027,2859,2900,315788040,2899.42
2020-02-18,2903,2940,2802,2834,221208475,2833.4332
2020-02-19,2850,2920,2801,2816,201739366,2815.4368
2020-02-22,2699,2870,2699,2784,314461458,2783.4432
2020-02-23,3050,3190,2999,3077,448153834,3076.3846
2020-02-24,3149,3149,2948,3001,410316246,3000.3998
2020-02-25,3010,3098,2961,3050,376673008,3049.39
2020-02-26,3095,3095,2890,2930,460223419,2929.414
2020-02-29,2829,2861,2827,2827,178656310,2826.4346
2020-03-01,2820,2897,2805,2825,314273135,2824.435
2020-03-02,2867,2977,2821,2949,304994827,2948.4102
2020-03-03,2990,3030,2935,2950,243324201,2949.41
2020-03-04,2985,3044,2924,2942,322708272,2941.4116
2020-03-07,2871,2900,2826,2826,153897121,2825.4348
2020-03-09,2741,2785,2707,2707,83921328,2706.4586
2020-03-10,2587,2670,2585,2585,328737015,2584.483
2020-03-11,2700,2734,2660,2709,206359592,2708.4582
